CME_num,LASCO_Start,Start_Date,Arrival_Date,PE_duration,Arrival_v,Transit_time,Transit_time_err,LASCO_Date,LASCO_v,LASCO_pa,LASCO_da,LASCO_halo,v_r,v_r_err,Theta_source,Phi_source,source_err,POS_source_angle,rel_wid,Mass,SW_type,Bz,DST,v_r_stat,Accel.,Analyitic_w,Analyitic_gamma,filename,Wind speed,Wind dens
index,datetime,datetime,datetime,hours,km/s,hours,hours,datetime,km/s,deg,deg,,km/s,km/s,arcsec,arcsec,arcsec,deg,rad,g,,nT,nT,km/s,m/s^2,km/s,km^-1,,km/s,1/cm^3
202,2015-09-04 19:36:04.000,2015-09-05 09:07:01.600,2015-09-08 00:00:00,39.0,460,62.882777777777775,0.64505,2015-09-04 19:36:04,217.0,127.0,64.0,N,242.33,12.156,-575.3351621333583,763.4955476052119,20.0,-36.28424726146482,0.5585053606381855,1800000000000000.0,S,15,-94.0,264.359,0,0,0,CME_0202_param_inv.txt,     0.000000,     0.000000
203,2015-09-18 05:00:06.000,2015-09-18 08:04:42.120,2015-09-21 08:00:00,17.0,510,71.92138888888888,0.31498,2015-09-18 05:00:06,823.0,201.0,131.0,PH,1247.9,189.29,-5.244957700845981,-10.781035179296417,20.0,78.02441298219992,1.1519173063162575,7800000000000000.0,F,5,-75.0,886.7209999999999,45.936,508.1,2.0254e-06,CME_0203_param_inv.txt,      380.077,      6.72769
204,2015-11-04 14:48:04.000,2015-11-04 17:54:55.480,2015-11-07 06:00:00,34.0,500,60.08444444444444,0.33999,2015-11-04 14:48:04,578.0,-9999.0,360.0,FH,948.3,110.52,3.4407066995413227,5.969260772291406,20.0,83.11322547901331,1.1519173063162575,6600000000000000.0,S,13,-89.0,635.106,0,365.72,2.6493e-08,CME_0204_param_inv.txt,      661.538,      1.34538
205,2015-12-16 09:36:04.000,2015-12-16 12:04:07.000,2015-12-20 03:00:00,41.0,400,86.93138888888889,0.36738,2015-12-16 09:36:04,579.0,-9999.0,360.0,FH,1079.9,169.37,-4.349999552025413,-0.830704447489601,20.0,85.57154207753453,1.1519173063162575,2300000000000000.0,S,15,-155.0,636.1329999999999,0,391.32,3.6333e-07,CME_0205_param_inv.txt,      541.308,      1.93077
206,2015-12-28 12:12:05.000,2015-12-28 14:25:11.960,2015-12-31 17:00:00,42.0,440,74.58,0.19284,2015-12-28 12:12:05,1212.0,-9999.0,360.0,FH,1520.5,237.89,7.896405986998162,-22.94382447730112,20.0,65.80497737883168,1.1519173063162575,1.9e+16,S,10,-117.0,1286.224,17.08,420.32,1.8584e-07,CME_0206_param_inv.txt,      455.000,      3.17923
207,2016-01-14 23:24:05.000,2016-01-15 11:30:23.000,2016-01-19 10:00:00,38.0,370,94.49361111111111,1.3133,2016-01-14 23:24:05,191.0,-9999.0,360.0,FH,264.55,30.133,11.44546826987136,-27.521753675876546,20.0,60.36579026018836,0.5585053606381855,3000000000000000.0,F,14,-93.0,237.65699999999998,0,0,0,CME_0207_param_inv.txt,      466.538,      2.65923
208,2016-04-10 11:12:05.000,2016-04-10 16:02:12.440,2016-04-14 09:00:00,19.0,420,88.96305555555556,0.2475,2016-04-10 11:12:05,543.0,26.0,136.0,PH,685.6,121.65,70.08326291842705,10.922139596510087,20.0,19.541130092655443,0.7853981633974483,4600000000000000.0,S,8,-59.0,599.161,4.4028,0,0,CME_0208_param_inv.txt,      353.154,      11.0992
209,2016-07-17 10:48:05.000,2016-07-17 17:45:17.960,2016-07-20 07:00:00,56.0,440,61.245,0.64782,2016-07-17 10:48:05,340.0,-9999.0,360.0,FH,510.31,73.047,-24.24193940447004,-13.362226767245,20.0,62.51546588005562,0.7853981633974483,610000000000000.0,F,10,-23.0,390.67999999999995,4.6344,0,0,CME_0209_param_inv.txt,      478.846,      2.13000
210,2016-07-28 22:24:05.000,2016-07-29 08:20:33.680,2016-08-02 14:00:00,13.0,420,101.65722222222222,0.78641,2016-07-28 22:24:05,265.0,252.0,120.0,PH,523.18,45.32,-35.77000399960004,-16.70986601339866,20.0,50.996564929452354,0.7853981633974483,390000000000000.0,S,20,-14.0,313.655,10.791,0,0,CME_0210_param_inv.txt,      539.692,      9.06077
211,2016-11-05 04:24:05.000,2016-11-05 12:45:10.040,2016-11-10 00:00:00,16.0,360,107.24694444444444,0.0056422,2016-11-05 04:24:05,350.0,58.0,33.0,N,560.15,1.1645,506.60281660694386,810.7339799255432,20.0,0.612776355825855,0.2879793265790644,590000000000000.0,S,11,-59.0,400.95,10.303,0,0,CME_0211_param_inv.txt,      352.923,      7.69308
212,2017-05-23 05:00:06.000,2017-05-23 10:07:51.120,2017-05-27 22:00:00,40.0,360,107.86888888888889,2.8492,2017-05-23 05:00:06,259.0,215.0,243.0,HH,573.68,329.94,0.9282420582086273,-2.2681010905074688,66.59041493733724,87.54939481969258,0.7853981633974483,-9999.0,F,16,-122.0,307.493,0,0,0,CME_0212_param_inv.txt,     0.000000,     0.000000
214,2017-09-04 20:36:05.000,2017-09-04 22:19:25.280,2017-09-07 20:00:00,8.0,490,69.67611111111111,0.14007,2017-09-04 20:36:05,1418.0,-9999.0,360.0,FH,1808.0,151.95,6.363323332940102,-11.236878221638905,20.0,77.1066526563055,1.1519173063162575,-9999.0,F,10,-17.0,1497.7859999999998,0,477.57,3.1769e-07,CME_0214_param_inv.txt,      504.538,      5.34308
215,2017-09-06 12:24:05.000,2017-09-06 14:00:38.840,2017-09-08 11:00:00,58.0,590,44.98916666666666,0.18527,2017-09-06 12:24:05,1571.0,-9999.0,360.0,FH,1845.7,361.77,31.801840180219017,-3.314008565267614,20.0,58.04397151275842,1.1519173063162575,-9999.0,S,7,-124.0,1654.917,-2.3911,420.03,3.1995e-08,CME_0215_param_inv.txt,      457.538,      3.48769
216,2018-03-06 01:25:41.000,2018-03-07 02:01:12.200,2018-03-09 22:00:00,26.0,410,67.97972222222222,1.3987,2018-03-06 01:25:41,127.0,234.0,136.0,PH,134.2,7.8708,-60.00186993766876,-11.346556781440619,20.0,29.35371769022366,0.5585053606381855,-9999.0,S,14,-39.0,171.929,0,0,0,CME_0216_param_inv.txt,      356.077,      8.82077
